1,,F54,
8,,F67,
11,,F69,
12,,F68,
13,,F101,
15,,F103,
16,,F104,
17,,F105,
28,,F16-void,
65,,F12-long,
73,,F12-Logger,
128,,F13-private,
133,,F18-public,
134,,F14-static-final,
146,,F1-getLoggerForClass,
195,,F15-public,
214,,F4-String,
250,,F21,
251,,F109,
252,,F20,
254,,F22,
255,,F79,
258,,F113,
259,,F116,
264,,F110,
265,,F121,
269,,F115,
271,,F77,
276,,F43,
282,,F127,
283,,F128,
286,,F130,
289,,F38,
291,,F37,
294,,F39,
299,,F71-dev-null@apache.org,
301,,F71-jsalvata@apache.org,
303,,F71-jeremy_a@apache.org,
306,,F71-woolfel@apache.org,
310,,F71-thads@apache.org,
315,,F84,
317,,category,
original feature size,318
refined feature size,41
