0,,F72,
3,,F25,
6,,F65,
7,,F64,
10,,F66,
12,,F68,
13,,F101,
17,,F105,
18,,F107,
27,,F16-void,
65,,F12-long,
75,,F12-Logger,
76,,F12-String,
119,,F6-java.io.File,
128,,F13-private,
133,,F18-public,
145,,F1-getLoggerForClass,
249,,F95,
251,,F109,
252,,F20,
254,,F22,
255,,F79,
257,,F112,
258,,F113,
259,,F116,
260,,F117,
264,,F110,
268,,F114,
269,,F115,
271,,F77,
278,,F45,
282,,F127,
289,,F38,
291,,F37,
292,,F133,
298,,F83,
299,,F71-dev-null@apache.org,
314,,F71-sebb@apache.org,
319,,F84,
321,,category,
original feature size,322
refined feature size,39
